target_id,x,y,desc,resource1,resource2,loot_ids,major_codes,majors,units,query_x,query_y
2470852,70,45,"大批资源,一些宝物,",564,1535,3073;1056,2;2;0,骑兵;骑兵;步兵,"能镘:骑兵(raw=2,sub=10)x895 | 邵音茜:骑兵(raw=2,sub=10)x828 | 充霁海:步兵(raw=0,sub=6)x1763",69,42
2471283,70,51,"大批资源,有宝箱,",578,1651,,4;2;0,战车;骑兵;步兵,"淳于盼:战车(raw=4,sub=6)x1536 | 国宣火:骑兵(raw=2,sub=10)x796 | 郦邈:步兵(raw=0,sub=6)x1411",69,48
2470279,72,4,"大批资源,",676,1632,1064;1064,0;4;0,步兵;战车;步兵,"匡之游:步兵(raw=0,sub=6)x1583 | 晏忆晓:战车(raw=4,sub=10)x782 | 吕勤月:步兵(raw=0,sub=6)x1519",72,0
2470924,72,9,"大批资源,有宝箱,",649,1654,1064,2;0;1,骑兵;步兵;弓弩,"宰季群:骑兵(raw=2,sub=10)x876 | 昌桢:步兵(raw=0,sub=6)x1506 | 牛邦:弓弩(raw=1,sub=1)x1206",72,6
2472371,72,17,"大批资源,",566,1592,1064,1;1;4,弓弩;弓弩;战车,"利虹:弓弩(raw=1,sub=1)x1206 | 苏亦丝:弓弩(raw=1,sub=1)x1268 | 雍烟凡:战车(raw=4,sub=4)x563",72,12
2470940,72,20,"大批资源,",566,1597,1064,0;1;0,步兵;弓弩;步兵,"宫聪:步兵(raw=0,sub=6)x1705 | 郏姝音:弓弩(raw=1,sub=1)x1180 | 殷烟:步兵(raw=0,sub=6)x1626",72,18
2469609,72,39,"大批资源,有宝箱,",556,1686,1064,0;0;0,步兵;步兵;步兵,"霍沁:步兵(raw=0,sub=6)x1527 | 孙夜颖:步兵(raw=0,sub=6)x1799 | 花泽全:步兵(raw=0,sub=6)x1600",72,36
2471158,73,2,"大批资源,有装备,",523,1561,16779521,4;1;2,战车;弓弩;骑兵,"武瑶:战车(raw=4,sub=4)x514 | 张从璧:弓弩(raw=1,sub=1)x1219 | 家琴然:骑兵(raw=2,sub=10)x843",72,0
2471861,73,15,"大批资源,有宝箱,有装备,",514,1483,13569;16779521,2;2;1,骑兵;骑兵;弓弩,"巫马沉:骑兵(raw=2,sub=10)x859 | 查钋:骑兵(raw=2,sub=10)x800 | 黄晓:弓弩(raw=1,sub=1)x1253",72,12
2469878,73,17,"大批资源,有宝箱,一些宝物,",649,1473,,0;1;2,步兵;弓弩;骑兵,"谷芸:步兵(raw=0,sub=6)x1517 | 宗政清空:弓弩(raw=1,sub=1)x1285 | 毕时:骑兵(raw=2,sub=10)x854",72,12
2467588,73,41,"大批资源,有宝箱,",547,1524,1064;14849,4;4;1,战车;战车;弓弩,"赵友听:战车(raw=4,sub=1)x1222 | 戴彤齐:战车(raw=4,sub=10)x940 | 殴舟美:弓弩(raw=1,sub=1)x1218",72,36
2468120,73,53,"大批资源,有宝箱,",623,1407,1064,4;1;0,战车;弓弩;步兵,"曹涤:战车(raw=4,sub=4)x557 | 焦涵:弓弩(raw=1,sub=1)x1144 | 颜无:步兵(raw=0,sub=6)x1619",72,48
2470242,74,12,"大批资源,",582,1531,,2;2;2,骑兵;骑兵;骑兵,"濮阳童:骑兵(raw=2,sub=10)x767 | 终婕:骑兵(raw=2,sub=10)x819 | 欧阳人舟:骑兵(raw=2,sub=10)x832",72,12
2473010,75,44,"大批资源,有宝箱,",584,1468,13569,0;2;0,步兵;骑兵;步兵,"霍宝恩:步兵(raw=0,sub=6)x1552 | 钱春娥:骑兵(raw=2,sub=10)x878 | 窦河:步兵(raw=0,sub=6)x1571",75,42
2469849,75,48,"大批资源,有宝箱,",614,1422,14849,2;4;4,骑兵;战车;战车,"勾庆:骑兵(raw=2,sub=10)x863 | 荀玮悌:战车(raw=4,sub=4)x542 | 姚蓉:战车(raw=4,sub=4)x510",75,48
2468021,75,53,"大批资源,有宝箱,",670,1700,1064,4;4;2,战车;战车;骑兵,"訾娇:战车(raw=4,sub=1)x1268 | 颜心:战车(raw=4,sub=6)x1456 | 昌怜菲:骑兵(raw=2,sub=10)x899",75,48
2467207,76,9,"大批资源,",546,1536,,0;0;2,步兵;步兵;骑兵,"倪宁:步兵(raw=0,sub=6)x1440 | 习玟通:步兵(raw=0,sub=6)x1741 | 扈尚:骑兵(raw=2,sub=10)x932",75,6
2469714,76,21,"大批资源,有宝箱,",642,1504,,2;4;2,骑兵;战车;骑兵,"窦舟:骑兵(raw=2,sub=10)x837 | 石熙:战车(raw=4,sub=1)x1248 | 充广:骑兵(raw=2,sub=10)x926",75,18
2472245,76,40,"大批资源,有宝箱,",556,1404,13570;1064,4;1;2,战车;弓弩;骑兵,"史皓:战车(raw=4,sub=4)x542 | 韩问希:弓弩(raw=1,sub=1)x1298 | 闵静:骑兵(raw=2,sub=10)x802",75,36
2468877,76,46,"大批资源,有宝箱,",618,1550,14849;1064,4;4;2,战车;战车;骑兵,"巴枫亘:战车(raw=4,sub=4)x539 | 浦逸溪:战车(raw=4,sub=10)x767 | 储娴:骑兵(raw=2,sub=10)x899",75,42
2470272,77,21,"大批资源,有装备,",527,1581,1064,4;2;2,战车;骑兵;骑兵,"宫江:战车(raw=4,sub=6)x1421 | 殴洲精:骑兵(raw=2,sub=10)x824 | 柳唱舟:骑兵(raw=2,sub=10)x800",75,18
2469462,77,48,"大批资源,有宝箱,",519,1669,14849;1064,2;1;2,骑兵;弓弩;骑兵,"相里怀:骑兵(raw=2,sub=10)x821 | 邵宇:弓弩(raw=1,sub=1)x1292 | 仲长墨:骑兵(raw=2,sub=10)x790",75,48
2467001,78,11,"大批资源,有宝箱,有装备,",583,1431,13569,0;0;4,步兵;步兵;战车,"谷彬:步兵(raw=0,sub=6)x1478 | 彭彤:步兵(raw=0,sub=6)x1692 | 羿单:战车(raw=4,sub=4)x576",78,6
2467146,78,40,"大批资源,有宝箱,",537,1682,1064,2;4;2,骑兵;战车;骑兵,"季菱淑:骑兵(raw=2,sub=10)x906 | 毋炳:战车(raw=4,sub=4)x556 | 谭瑞:骑兵(raw=2,sub=10)x845",78,36
2472036,78,50,"大批资源,",540,1607,1064,0;4;0,步兵;战车;步兵,"国朝:步兵(raw=0,sub=6)x1696 | 关材宇:战车(raw=4,sub=4)x515 | 倪蕊贤:步兵(raw=0,sub=6)x1757",78,48
2471025,79,12,"大批资源,",656,1485,,4;0;2,战车;步兵;骑兵,"步意:战车(raw=4,sub=10)x787 | 陈吉舟:步兵(raw=0,sub=6)x1495 | 幸彦珍:骑兵(raw=2,sub=10)x884",78,12
2472907,79,21,"大批资源,有宝箱,有装备,",505,1691,1064,0;1;4,步兵;弓弩;战车,"凤雄裕:步兵(raw=0,sub=6)x1525 | 姜舟:弓弩(raw=1,sub=1)x1147 | 席幼:战车(raw=4,sub=4)x554",78,18
2468778,79,24,"大批资源,有宝箱,",542,1514,1064,4;0;2,战车;步兵;骑兵,"松露依:战车(raw=4,sub=6)x1613 | 宿自圆:步兵(raw=0,sub=6)x1525 | 殷烁:骑兵(raw=2,sub=10)x846",78,24
2471447,79,39,"大批资源,有宝箱,",501,1536,,4;4;4,战车;战车;战车,"司徒菡怜:战车(raw=4,sub=4)x595 | 毛今松:战车(raw=4,sub=6)x1744 | 羊陆元:战车(raw=4,sub=4)x589",78,36
2469886,80,18,"大批资源,有宝箱,",549,1431,,4;0;0,战车;步兵;步兵,"路偲:战车(raw=4,sub=1)x1249 | 贝翠:步兵(raw=0,sub=6)x1779 | 劳寄:步兵(raw=0,sub=6)x1515",78,18
2466845,80,37,"大批资源,有宝箱,",551,1689,1064;1064,0;0;4,步兵;步兵;战车,"贡沛:步兵(raw=0,sub=6)x1576 | 酆霖:步兵(raw=0,sub=6)x1546 | 甘惠彤:战车(raw=4,sub=10)x895",78,36
2467845,81,5,"大批资源,",663,1689,,2;4;0,骑兵;战车;步兵,"乔祺元:骑兵(raw=2,sub=10)x901 | 秦韫晋:战车(raw=4,sub=4)x521 | 倪经幻:步兵(raw=0,sub=6)x1735",81,0
2472172,81,11,"大批资源,有宝箱,",530,1614,,2;0;2,骑兵;步兵;骑兵,"莘绪:骑兵(raw=2,sub=10)x796 | 水玥菱:步兵(raw=0,sub=6)x1750 | 淳于涉:骑兵(raw=2,sub=10)x924",81,6
2472268,81,19,"大批资源,有宝箱,",560,1497,1064,2;2;4,骑兵;骑兵;战车,"步齐楠:骑兵(raw=2,sub=10)x893 | 伏丰俊:骑兵(raw=2,sub=10)x891 | 骆琛郎:战车(raw=4,sub=4)x598",81,18
2469804,81,40,"大批资源,有宝箱,",663,1622,14849,4;4;0,战车;战车;步兵,"宇文闻闻:战车(raw=4,sub=4)x567 | 微生笛天:战车(raw=4,sub=4)x540 | 匡峯蔼:步兵(raw=0,sub=6)x1800",81,36
2467966,81,48,"大批资源,有宝箱,",549,1477,13569,4;4;2,战车;战车;骑兵,"薛绍宝:战车(raw=4,sub=4)x532 | 宇文凌祈:战车(raw=4,sub=4)x591 | 梅人旻:骑兵(raw=2,sub=10)x885",81,48
2469840,82,0,"大批资源,",679,1636,,0;4;1,步兵;战车;弓弩,"乐正莲:步兵(raw=0,sub=6)x1598 | 戚邢於:战车(raw=4,sub=4)x552 | 董逸:弓弩(raw=1,sub=1)x1226",81,0
2472613,82,2,"大批资源,有宝箱,",599,1694,13569;1064,2;4;4,骑兵;战车;战车,"闵韦幻:骑兵(raw=2,sub=10)x826 | 刘蕾:战车(raw=4,sub=4)x534 | 姬磊:战车(raw=4,sub=4)x527",81,0
2467807,82,25,"大批资源,有宝箱,",671,1629,1064,0;1;0,步兵;弓弩;步兵,"华鸿贤:步兵(raw=0,sub=6)x1789 | 骆偲:弓弩(raw=1,sub=1)x1132 | 戚彦年:步兵(raw=0,sub=6)x1689",81,24
2471243,82,37,"大批资源,有宝箱,",579,1525,1064;1064,0;2;2,步兵;骑兵;骑兵,"乜碧代:步兵(raw=0,sub=6)x1709 | 钭怜:骑兵(raw=2,sub=10)x914 | 屈岑:骑兵(raw=2,sub=10)x919",81,36
2467313,82,40,"大批资源,",648,1520,,2;1;4,骑兵;弓弩;战车,"公西常:骑兵(raw=2,sub=10)x765 | 廉茗:弓弩(raw=1,sub=1)x1283 | 南宫晗:战车(raw=4,sub=4)x519",81,36
2467660,83,27,"大批资源,有宝箱,",559,1687,13569,4;4;0,战车;战车;步兵,"濮淼:战车(raw=4,sub=1)x1188 | 上官武:战车(raw=4,sub=6)x1439 | 融烁简:步兵(raw=0,sub=6)x1598",81,24
2467794,83,31,"大批资源,",584,1582,1057,2;2;4,骑兵;骑兵;战车,"廖方彬:骑兵(raw=2,sub=10)x869 | 赖赋沁:骑兵(raw=2,sub=10)x914 | 孔韦楠:战车(raw=4,sub=4)x551",81,30
2471304,83,45,"大批资源,有宝箱,",534,1562,14849,1;0;1,弓弩;步兵;弓弩,"闻人鲲宾:弓弩(raw=1,sub=1)x1183 | 狄懋:步兵(raw=0,sub=6)x1495 | 骆蓝:弓弩(raw=1,sub=1)x1294",81,42
2472334,83,46,"大批资源,有宝箱,",669,1555,13570;1064,2;4;4,骑兵;战车;战车,"甄适彩:骑兵(raw=2,sub=10)x918 | 巴麟:战车(raw=4,sub=4)x595 | 谷常玉:战车(raw=4,sub=4)x561",81,42
2466860,83,50,"大批资源,有宝箱,有装备,一些宝物,",649,1658,1064,2;1;4,骑兵;弓弩;战车,"经蝶:骑兵(raw=2,sub=10)x813 | 段懋翔:弓弩(raw=1,sub=1)x1284 | 苗筠:战车(raw=4,sub=6)x1508",81,48
2469445,83,54,"大批资源,",531,1625,,0;0;4,步兵;步兵;战车,"滑果双:步兵(raw=0,sub=6)x1626 | 松桂枫:步兵(raw=0,sub=6)x1604 | 周均桂:战车(raw=4,sub=4)x594",81,54
2469734,84,14,"大批资源,",670,1526,1064,1;2;2,弓弩;骑兵;骑兵,"乜访勃:弓弩(raw=1,sub=1)x1117 | 明奕:骑兵(raw=2,sub=10)x910 | 雍飇柳:骑兵(raw=2,sub=10)x852",84,12
2469421,84,51,"大批资源,",537,1467,,4;0;4,战车;步兵;战车,"丛虞升:战车(raw=4,sub=4)x599 | 赖放实:步兵(raw=0,sub=6)x1540 | 芮勋源:战车(raw=4,sub=1)x1101",84,48
2466487,85,19,"大批资源,",566,1407,1064,4;0;2,战车;步兵;骑兵,"施梅:战车(raw=4,sub=4)x571 | 宗阔:步兵(raw=0,sub=6)x1524 | 和惬:骑兵(raw=2,sub=10)x783",84,18
2468911,86,1,"大批资源,",611,1607,1059;1064,1;1;2,弓弩;弓弩;骑兵,"刁可:弓弩(raw=1,sub=1)x1120 | 相里丹:弓弩(raw=1,sub=1)x1238 | 贺程:骑兵(raw=2,sub=10)x924",84,0
2468008,86,15,"大批资源,",500,1640,1064,4;4;1,战车;战车;弓弩,"匡言:战车(raw=4,sub=6)x1595 | 刁爽:战车(raw=4,sub=4)x529 | 后玟贤:弓弩(raw=1,sub=1)x1293",84,12
2470245,86,38,"大批资源,",593,1426,,4;4;2,战车;战车;骑兵,"赫连晗:战车(raw=4,sub=4)x594 | 米秋我:战车(raw=4,sub=4)x600 | 易希成:骑兵(raw=2,sub=10)x892",84,36
2467955,86,39,"大批资源,有宝箱,有装备,",656,1566,16790273,0;2;0,步兵;骑兵;步兵,"石烨:步兵(raw=0,sub=6)x1648 | 奚全:骑兵(raw=2,sub=10)x854 | 周丹:步兵(raw=0,sub=6)x1705",84,36
2470641,86,43,"大批资源,",535,1686,1064,4;2;1,战车;骑兵;弓弩,"郜忆:战车(raw=4,sub=4)x568 | 钱博:骑兵(raw=2,sub=10)x769 | 那柔:弓弩(raw=1,sub=1)x1162",84,42
2469929,86,54,"大批资源,有宝箱,",504,1476,,4;4;1,战车;战车;弓弩,"华楚鑫:战车(raw=4,sub=1)x1124 | 农彦:战车(raw=4,sub=10)x813 | 孟柔:弓弩(raw=1,sub=1)x1131",84,54
2470478,87,15,"大批资源,有宝箱,",653,1530,,2;4;0,骑兵;战车;步兵,"扈慧雨:骑兵(raw=2,sub=10)x912 | 车笛春:战车(raw=4,sub=1)x1267 | 漆雕为赋:步兵(raw=0,sub=6)x1622",87,12
2466842,87,37,"大批资源,有装备,",564,1632,1064,0;0;0,步兵;步兵;步兵,"古敬浚:步兵(raw=0,sub=6)x1567 | 宗政语悦:步兵(raw=0,sub=6)x1765 | 阮峰:步兵(raw=0,sub=6)x1748",87,36
2472191,88,0,"大批资源,",536,1556,,2;4;2,骑兵;战车;骑兵,"邵栩:骑兵(raw=2,sub=10)x772 | 申屠顺勤:战车(raw=4,sub=1)x1264 | 宓悌沁:骑兵(raw=2,sub=10)x815",87,0
2467185,88,4,"大批资源,有宝箱,",562,1498,,2;2;2,骑兵;骑兵;骑兵,"焦枫剑:骑兵(raw=2,sub=10)x882 | 岑蔚:骑兵(raw=2,sub=10)x785 | 鲍彤希:骑兵(raw=2,sub=10)x798",87,0
2470362,88,26,"大批资源,有宝箱,一些宝物,",572,1414,3073,4;2;1,战车;骑兵;弓弩,"翟卿:战车(raw=4,sub=4)x587 | 湛琪璧:骑兵(raw=2,sub=10)x785 | 家灵:弓弩(raw=1,sub=1)x1178",87,24
2468701,88,27,"大批资源,有宝箱,",539,1514,1062,4;4;1,战车;战车;弓弩,"卓翊:战车(raw=4,sub=4)x518 | 田绪:战车(raw=4,sub=4)x537 | 杭路:弓弩(raw=1,sub=1)x1284",87,24
2469023,89,15,"大批资源,有宝箱,有装备,",560,1553,14849;1056;16787969,1;0;0,弓弩;步兵;步兵,"狄吉:弓弩(raw=1,sub=1)x1231 | 咸楠:步兵(raw=0,sub=6)x1773 | 钭拓:步兵(raw=0,sub=6)x1657",87,12
2472522,89,26,"大批资源,有宝箱,",665,1493,14849,4;0;4,战车;步兵;战车,"荆季音:战车(raw=4,sub=4)x566 | 易盛:步兵(raw=0,sub=6)x1504 | 穆访:战车(raw=4,sub=6)x1653",87,24
2466716,89,44,"大批资源,",571,1658,,0;0;4,步兵;步兵;战车,"申福:步兵(raw=0,sub=6)x1647 | 彭吉君:步兵(raw=0,sub=6)x1446 | 魏鸿奇:战车(raw=4,sub=6)x1674",87,42
2471919,90,36,"大批资源,有装备,",598,1658,1064;16779009,4;2;4,战车;骑兵;战车,"曹尚瑞:战车(raw=4,sub=4)x579 | 利唱羽:骑兵(raw=2,sub=10)x925 | 齐祺冬:战车(raw=4,sub=4)x591",90,36
2472004,90,42,"大批资源,有宝箱,有装备,",558,1500,,0;2;1,步兵;骑兵;弓弩,"逄琦:步兵(raw=0,sub=6)x1664 | 盛喆:骑兵(raw=2,sub=10)x831 | 鲍江:弓弩(raw=1,sub=1)x1123",90,42
2468006,91,13,"大批资源,",507,1446,1064,0;1;4,步兵;弓弩;战车,"蔺灵潍:步兵(raw=0,sub=6)x1616 | 淳于瑾:弓弩(raw=1,sub=1)x1131 | 养冰:战车(raw=4,sub=4)x592",90,12
2472590,91,39,"大批资源,",646,1613,1064,4;4;4,战车;战车;战车,"裴鹤:战车(raw=4,sub=4)x600 | 尤胜果:战车(raw=4,sub=10)x916 | 柏光:战车(raw=4,sub=4)x500",90,36
2469383,91,50,"大批资源,有宝箱,",598,1518,,0;1;1,步兵;弓弩;弓弩,"彭旎春:步兵(raw=0,sub=6)x1757 | 夔听君:弓弩(raw=1,sub=1)x1277 | 丛泽:弓弩(raw=1,sub=1)x1201",90,48
2469087,92,37,"大批资源,有宝箱,",618,1489,1064,2;1;2,骑兵;弓弩;骑兵,"扈黛:骑兵(raw=2,sub=10)x833 | 梁书霁:弓弩(raw=1,sub=1)x1115 | 皮无颜:骑兵(raw=2,sub=10)x934",90,36
2470038,92,48,"大批资源,一些宝物,",650,1547,,4;4;4,战车;战车;战车,"钱亦:战车(raw=4,sub=1)x1184 | 项然水:战车(raw=4,sub=4)x512 | 余信益:战车(raw=4,sub=4)x534",90,48
2468872,93,5,"大批资源,",666,1432,1064;1064,0;4;1,步兵;战车;弓弩,"曲烟:步兵(raw=0,sub=6)x1770 | 吕旻:战车(raw=4,sub=4)x590 | 桑桢:弓弩(raw=1,sub=1)x1104",93,0
2466498,93,15,"大批资源,",517,1445,1058,1;0;4,弓弩;步兵;战车,"曾绍:弓弩(raw=1,sub=1)x1180 | 麻妙:步兵(raw=0,sub=6)x1491 | 毕旻:战车(raw=4,sub=1)x1214",93,12
2470528,94,32,"大批资源,",524,1503,,0;0;1,步兵;步兵;弓弩,"封誉:步兵(raw=0,sub=6)x1724 | 乐钋韦:步兵(raw=0,sub=6)x1559 | 贲锦:弓弩(raw=1,sub=1)x1116",93,30
2471127,94,38,"大批资源,有宝箱,有装备,",668,1448,,0;0;2,步兵;步兵;骑兵,"西门彬:步兵(raw=0,sub=6)x1471 | 苏常:步兵(raw=0,sub=6)x1780 | 寿彩:骑兵(raw=2,sub=10)x919",93,36
2468808,95,2,"大批资源,",665,1540,,4;2;0,战车;骑兵;步兵,"贲霖:战车(raw=4,sub=4)x524 | 乌碧:骑兵(raw=2,sub=10)x869 | 湛益:步兵(raw=0,sub=6)x1606",93,0
2468936,95,6,"大批资源,有宝箱,",679,1440,,0;1;2,步兵;弓弩;骑兵,"万蕾双:步兵(raw=0,sub=6)x1596 | 乜和哲:弓弩(raw=1,sub=1)x1270 | 简蓄禧:骑兵(raw=2,sub=10)x795",93,6
2470003,95,8,"大批资源,有装备,",616,1458,16779009,4;0;0,战车;步兵;步兵,"霍吟尚:战车(raw=4,sub=4)x534 | 司空堂:步兵(raw=0,sub=6)x1658 | 璩颖懿:步兵(raw=0,sub=6)x1641",93,6
2466783,95,32,"大批资源,一些宝物,",628,1462,1064,0;0;2,步兵;步兵;骑兵,"阙敏娴:步兵(raw=0,sub=6)x1775 | 邴蝶问:步兵(raw=0,sub=6)x1797 | 司云怡:骑兵(raw=2,sub=10)x806",93,30
2470631,96,2,"大批资源,",512,1449,,4;0;2,战车;步兵;骑兵,"单于坚炎:战车(raw=4,sub=4)x508 | 空昂:步兵(raw=0,sub=6)x1780 | 越礼:骑兵(raw=2,sub=10)x770",96,0
2472988,96,11,"大批资源,有宝箱,",611,1654,1060,0;2;1,步兵;骑兵;弓弩,"程钊仲:步兵(raw=0,sub=6)x1739 | 宗正霜虞:骑兵(raw=2,sub=10)x922 | 谈彦扬:弓弩(raw=1,sub=1)x1269",96,6
2469516,96,13,"大批资源,有宝箱,",663,1561,,4;0;0,战车;步兵;步兵,"危航蓄:战车(raw=4,sub=10)x834 | 景穰:步兵(raw=0,sub=6)x1578 | 凤光叡:步兵(raw=0,sub=6)x1569",96,12
2472001,96,17,"大批资源,一些宝物,",621,1613,,0;1;1,步兵;弓弩;弓弩,"贲翼韶:步兵(raw=0,sub=6)x1425 | 山自唱:弓弩(raw=1,sub=1)x1266 | 古靖周:弓弩(raw=1,sub=1)x1153",96,12
2472504,96,28,"大批资源,有宝箱,",573,1693,1062,2;2;4,骑兵;骑兵;战车,"贺常沁:骑兵(raw=2,sub=10)x776 | 子车瑜:骑兵(raw=2,sub=10)x854 | 郜浩:战车(raw=4,sub=10)x928",96,24
2469653,96,33,"大批资源,",673,1585,,1;0;2,弓弩;步兵;骑兵,"羊元:弓弩(raw=1,sub=1)x1284 | 冉典绪:步兵(raw=0,sub=6)x1421 | 单涵:骑兵(raw=2,sub=10)x872",96,30
2469075,96,37,"大批资源,",585,1513,1064,1;0;0,弓弩;步兵;步兵,"廉璧:弓弩(raw=1,sub=1)x1143 | 田竹:步兵(raw=0,sub=6)x1492 | 龚鑫:步兵(raw=0,sub=6)x1505",96,36
2467476,96,48,"大批资源,",505,1653,,4;0;2,战车;步兵;骑兵,"万修汉:战车(raw=4,sub=10)x880 | 穆策:步兵(raw=0,sub=6)x1762 | 卓童:骑兵(raw=2,sub=10)x794",96,48
2472003,96,52,"大批资源,",629,1696,,0;2;1,步兵;骑兵;弓弩,"浦大:步兵(raw=0,sub=6)x1426 | 酆筠:骑兵(raw=2,sub=10)x773 | 乌莹葱:弓弩(raw=1,sub=1)x1186",96,48
2471891,97,5,"大批资源,有宝箱,",688,1661,,4;4;0,战车;战车;步兵,"屈自鹂:战车(raw=4,sub=6)x1525 | 鄂洁超:战车(raw=4,sub=10)x815 | 弓果:步兵(raw=0,sub=6)x1459",96,0
2470433,97,6,"大批资源,有宝箱,一些宝物,",689,1538,3073,0;1;0,步兵;弓弩;步兵,"终吉:步兵(raw=0,sub=6)x1689 | 武拔方:弓弩(raw=1,sub=1)x1163 | 丁旷旋:步兵(raw=0,sub=6)x1543",96,6
2469237,97,18,"大批资源,有宝箱,",618,1688,13569,4;0;2,战车;步兵;骑兵,"司寇双:战车(raw=4,sub=4)x586 | 申屠祖鹍:步兵(raw=0,sub=6)x1454 | 米冬海:骑兵(raw=2,sub=10)x939",96,18
2470549,97,32,"大批资源,有装备,",666,1481,1064;16785409,2;4;4,骑兵;战车;战车,"巢联澄:骑兵(raw=2,sub=10)x918 | 淳于佩:战车(raw=4,sub=10)x866 | 邹彤明:战车(raw=4,sub=10)x835",96,30
2471191,98,5,"大批资源,有宝箱,有装备,一些宝物,",517,1417,14849;1064;16790273,4;2;2,战车;骑兵;骑兵,"祝彩:战车(raw=4,sub=4)x558 | 查建:骑兵(raw=2,sub=10)x801 | 司空友乐:骑兵(raw=2,sub=10)x904",96,0
2470841,98,33,"大批资源,有宝箱,",666,1679,14849,2;0;1,骑兵;步兵;弓弩,"查定豇:骑兵(raw=2,sub=10)x865 | 轩辕熙莲:步兵(raw=0,sub=6)x1571 | 王朝展:弓弩(raw=1,sub=1)x1139",96,30
2471467,98,54,"大批资源,有宝箱,",592,1417,,0;0;2,步兵;步兵;骑兵,"养唱:步兵(raw=0,sub=6)x1749 | 容旎:步兵(raw=0,sub=6)x1617 | 蒙同夫:骑兵(raw=2,sub=10)x922",96,54
2471347,99,4,"大批资源,有宝箱,",598,1434,14849,4;4;2,战车;战车;骑兵,"戈彦男:战车(raw=4,sub=1)x1230 | 殷丰:战车(raw=4,sub=4)x535 | 钱阳豪:骑兵(raw=2,sub=10)x761",99,0
2471411,99,8,"大批资源,有宝箱,",503,1605,13569,4;2;1,战车;骑兵;弓弩,"庚蝶:战车(raw=4,sub=4)x559 | 连露:骑兵(raw=2,sub=10)x926 | 台简:弓弩(raw=1,sub=1)x1217",99,6
2467286,99,10,"大批资源,",649,1642,,4;1;2,战车;弓弩;骑兵,"仰涉玥:战车(raw=4,sub=6)x1490 | 巩泉:弓弩(raw=1,sub=1)x1138 | 莫和:骑兵(raw=2,sub=10)x883",99,6
2472525,99,15,"大批资源,",644,1535,,4;0;2,战车;步兵;骑兵,"薛可:战车(raw=4,sub=10)x914 | 朱茗之:步兵(raw=0,sub=6)x1473 | 阎醉颜:骑兵(raw=2,sub=10)x822",99,12
2471920,99,26,"大批资源,有宝箱,",613,1413,13570;1064,1;4;0,弓弩;战车;步兵,"宰若香:弓弩(raw=1,sub=1)x1160 | 巢焱鸥:战车(raw=4,sub=4)x536 | 干月:步兵(raw=0,sub=6)x1738",99,24
2466625,99,27,"大批资源,有宝箱,",647,1574,1064,1;2;1,弓弩;骑兵;弓弩,"阙楠:弓弩(raw=1,sub=1)x1250 | 唐溪:骑兵(raw=2,sub=10)x816 | 瞿葱琪:弓弩(raw=1,sub=1)x1290",99,24
2471190,99,32,"大批资源,有装备,",518,1490,1064,4;4;1,战车;战车;弓弩,"顾文:战车(raw=4,sub=6)x1789 | 厍旎玥:战车(raw=4,sub=1)x1198 | 邴悌无:弓弩(raw=1,sub=1)x1100",99,30
2467382,99,39,"大批资源,有宝箱,一些宝物,",503,1623,14849,2;0;0,骑兵;步兵;步兵,"红丰佑:骑兵(raw=2,sub=10)x921 | 濮阳精:步兵(raw=0,sub=6)x1696 | 慕容郁均:步兵(raw=0,sub=6)x1593",99,36
2467306,99,53,"大批资源,有宝箱,",529,1429,1064;13570,1;0;4,弓弩;步兵;战车,"怀舟:弓弩(raw=1,sub=1)x1129 | 申屠晔穰:步兵(raw=0,sub=6)x1735 | 却钋:战车(raw=4,sub=1)x1235",99,48
2469579,100,12,"大批资源,有宝箱,",624,1491,1060;1064,2;1;0,骑兵;弓弩;步兵,"党澜:骑兵(raw=2,sub=10)x891 | 尉迟霁适:弓弩(raw=1,sub=1)x1170 | 姜蔚赋:步兵(raw=0,sub=6)x1550",99,12
2468427,101,21,"大批资源,有宝箱,",693,1617,13570,4;4;1,战车;战车;弓弩,"喻淑:战车(raw=4,sub=4)x541 | 茅河黎:战车(raw=4,sub=6)x1438 | 宓全:弓弩(raw=1,sub=1)x1109",99,18
2469024,101,31,"大批资源,",551,1450,,0;1;0,步兵;弓弩;步兵,"公西海堂:步兵(raw=0,sub=6)x1564 | 步实澜:弓弩(raw=1,sub=1)x1278 | 麻桂路:步兵(raw=0,sub=6)x1651",99,30
2472516,101,44,"大批资源,有宝箱,",697,1508,,4;2;0,战车;骑兵;步兵,"陆彩:战车(raw=4,sub=4)x521 | 闻霜:骑兵(raw=2,sub=10)x904 | 姜杉:步兵(raw=0,sub=6)x1742",99,42
2470923,102,5,"大批资源,",527,1498,,2;0;4,骑兵;步兵;战车,"山健:骑兵(raw=2,sub=10)x904 | 印溪:步兵(raw=0,sub=6)x1732 | 璩黛:战车(raw=4,sub=4)x538",102,0
2470695,102,15,"大批资源,有宝箱,一些宝物,",615,1670,1064,2;0;1,骑兵;步兵;弓弩,"羊望:骑兵(raw=2,sub=10)x762 | 缪柳:步兵(raw=0,sub=6)x1574 | 戚书瑾:弓弩(raw=1,sub=1)x1274",102,12
2466797,102,16,"大批资源,有宝箱,",635,1605,,2;0;4,骑兵;步兵;战车,"庄曦槐:骑兵(raw=2,sub=10)x861 | 万家:步兵(raw=0,sub=6)x1520 | 荣勤:战车(raw=4,sub=1)x1126",102,12
