opcode_hex,signed_opcode,handler,handler_code_off,branch_read_sequence,handler_direct_read_sequence,request_candidate_minus_0x7000,request_candidate_minus_0x8000
0x8570,-31376,LscriptPages/game/p;->e1(Ljava/lang/String;)V,0x30dc34,,0000:readByte(Ljava/lang/String;)B || 00c4:readLong(Ljava/lang/String;)J || 00d4:readByte(Ljava/lang/String;)B || 00e4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00f4:readShort(Ljava/lang/String;)S || 0104:readShort(Ljava/lang/String;)S || 0114:readByte(Ljava/lang/String;)B || 0124:readByte(Ljava/lang/String;)B || 0134:readByte(Ljava/lang/String;)B || 0144:readInt(Ljava/lang/String;)I || 0154:readInt(Ljava/lang/String;)I || 0164:readInt(Ljava/lang/String;)I || 0174:readInt(Ljava/lang/String;)I || 0184:readInt(Ljava/lang/String;)I || 0194:readInt(Ljava/lang/String;)I || 01a4:readInt(Ljava/lang/String;)I || 01b4:readInt(Ljava/lang/String;)I || 01c0:readInt(Ljava/lang/String;)I || 01ca:readShort(Ljava/lang/String;)S || 01da:readShort(Ljava/lang/String;)S || 01ea:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01fa:readByte(Ljava/lang/String;)B || 020a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 021a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0226:readShort(Ljava/lang/String;)S || 022c:readLong(Ljava/lang/String;)J || 023a:readByte(Ljava/lang/String;)B || 02a4:readLong(Ljava/lang/String;)J || 02b4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 02c4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 02d4:readByte(Ljava/lang/String;)B || 02e4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 02f4:readByte(Ljava/lang/String;)B || 0304:readByte(Ljava/lang/String;)B || 0334:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0344:readShort(Ljava/lang/String;)S || 0354:readShort(Ljava/lang/String;)S || 0366:readByte(Ljava/lang/String;)B || 0430:readLong(Ljava/lang/String;)J || 0440:readByte(Ljava/lang/String;)B || 0468:readByte(Ljava/lang/String;)B || 0478:readShort(Ljava/lang/String;)S || 0488:readShort(Ljava/lang/String;)S || 0494:readByte(Ljava/lang/String;)B || 04a4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 04b4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 04c4:readInt(Ljava/lang/String;)I || 04d4:readInt(Ljava/lang/String;)I || 04e4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 04f4:readInt(Ljava/lang/String;)I || 0504:readInt(Ljava/lang/String;)I || 0510:readByte(Ljava/lang/String;)B || 054a:readByte(Ljava/lang/String;)B || 055e:readShort(Ljava/lang/String;)S || 0572:readByte(Ljava/lang/String;)B || 0584:readByte(Ljava/lang/String;)B || 05ee:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0602:readShort(Ljava/lang/String;)S || 0616:readShort(Ljava/lang/String;)S || 062a:readByte(Ljava/lang/String;)B || 063e:readByte(Ljava/lang/String;)B || 0652:readByte(Ljava/lang/String;)B || 0666:readInt(Ljava/lang/String;)I,0x1570 (unnamed)@scriptPages/game/p->t0,0x0570
0x8572,-31374,LscriptPages/game/p;->U0(Ljava/lang/String;)V,0x30d150,,0000:readByte(Ljava/lang/String;)B || 00c2:readLong(Ljava/lang/String;)J || 00d2:readByte(Ljava/lang/String;)B || 00e2:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00f2:readShort(Ljava/lang/String;)S || 0102:readShort(Ljava/lang/String;)S || 0112:readByte(Ljava/lang/String;)B || 0122:readByte(Ljava/lang/String;)B || 0132:readByte(Ljava/lang/String;)B || 0142:readInt(Ljava/lang/String;)I || 0152:readInt(Ljava/lang/String;)I || 0162:readInt(Ljava/lang/String;)I || 0172:readInt(Ljava/lang/String;)I || 0182:readInt(Ljava/lang/String;)I || 0192:readInt(Ljava/lang/String;)I || 01a2:readInt(Ljava/lang/String;)I || 01b2:readInt(Ljava/lang/String;)I || 01be:readInt(Ljava/lang/String;)I || 01c8:readShort(Ljava/lang/String;)S || 01d8:readShort(Ljava/lang/String;)S || 01e8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01f8:readByte(Ljava/lang/String;)B || 0208:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0218:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0224:readShort(Ljava/lang/String;)S || 022a:readLong(Ljava/lang/String;)J,0x1572 (unnamed)@scriptPages/game/p->t0,0x0572
0x8574,-31372,LscriptPages/game/p;->g1(Ljava/lang/String;)V,0x30e314,,,0x1574 (unnamed)@scriptPages/game/p->f1,0x0574
0x8576,-31370,LscriptPages/game/p;->b1(Ljava/lang/String;)V,0x30d790,,0000:readByte(Ljava/lang/String;)B,0x1576 reqGiveUpResource@scriptPages/game/k0->k0; reqGiveUpResource@scriptPages/game/p->A1,0x0576
0x8600,-31232,LscriptPages/game/c;->I(Ljava/lang/String;)V,0x29644c,,,0x1600 reqArmyAction@scriptPages/game/c->H,0x0600
0x8602,-31230,LscriptPages/game/c;->c(Ljava/lang/String;)V,0x2915a4,,0000:readInt(Ljava/lang/String;)I || 000c:readShort(Ljava/lang/String;)S || 0066:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0072:readShort(Ljava/lang/String;)S || 00b0:readLong(Ljava/lang/String;)J || 00bc:readShort(Ljava/lang/String;)S || 00c8:readShort(Ljava/lang/String;)S || 00d4:readShort(Ljava/lang/String;)S || 00e2:readShort(Ljava/lang/String;)S,0x1602 REQ_FILTERARMY@scriptPages/game/c->b,0x0602
0x8700,-30976,LscriptPages/game/d;->b(Ljava/lang/String;)V,0x2a1644,,0008:readByte(Ljava/lang/String;)B || 0038:readBoolean(Ljava/lang/String;)Z || 009c:readLong(Ljava/lang/String;)J || 00a2:readLong(Ljava/lang/String;)J || 00aa:readBoolean(Ljava/lang/String;)Z || 00d0:readInt(Ljava/lang/String;)I || 00d6:readInt(Ljava/lang/String;)I || 01a0:readShort(Ljava/lang/String;)S || 029a:readByte(Ljava/lang/String;)B || 02ac:readInt(Ljava/lang/String;)I || 02b4:readInt(Ljava/lang/String;)I || 02c0:readByte(Ljava/lang/String;)B || 0304:readLong(Ljava/lang/String;)J || 030c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0314:readByte(Ljava/lang/String;)B || 0660:readByte(Ljava/lang/String;)B || 06d2:readByte(Ljava/lang/String;)B || 0700:readByte(Ljava/lang/String;)B || 0746:readLong(Ljava/lang/String;)J || 0782:readShort(Ljava/lang/String;)S || 07b2:readUTF(Ljava/lang/String;)Ljava/lang/String; || 07c2:readByte(Ljava/lang/String;)B || 0832:readByte(Ljava/lang/String;)B || 0880:readByte(Ljava/lang/String;)B || 08ee:readLong(Ljava/lang/String;)J || 092a:readShort(Ljava/lang/String;)S || 0946:readShort(Ljava/lang/String;)S || 0976:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0986:readByte(Ljava/lang/String;)B || 0a36:readByte(Ljava/lang/String;)B || 0a64:readByte(Ljava/lang/String;)B || 0a94:readByte(Ljava/lang/String;)B || 0aa4:readByte(Ljava/lang/String;)B || 0ab4:readShort(Ljava/lang/String;)S || 0bfe:readByte(Ljava/lang/String;)B || 0c10:readByte(Ljava/lang/String;)B || 0c20:readByte(Ljava/lang/String;)B || 0c30:readShort(Ljava/lang/String;)S || 0c80:readByte(Ljava/lang/String;)B || 0c90:readByte(Ljava/lang/String;)B || 0d6e:readByte(Ljava/lang/String;)B || 0d9a:readBoolean(Ljava/lang/String;)Z || 0da6:readBoolean(Ljava/lang/String;)Z,0x1700,0x0700
0x8702,-30974,LscriptPages/game/s;->Y(Ljava/lang/String;)V,0x3380fc,,0000:readByte(Ljava/lang/String;)B || 006c:readBoolean(Ljava/lang/String;)Z || 01ba:readByte(Ljava/lang/String;)B || 01c2:readShort(Ljava/lang/String;)S || 01de:readBoolean(Ljava/lang/String;)Z || 0212:readByte(Ljava/lang/String;)B || 02c8:readLong(Ljava/lang/String;)J || 02d4:readInt(Ljava/lang/String;)I || 030a:readShort(Ljava/lang/String;)S || 0316:readShort(Ljava/lang/String;)S || 03a0:readInt(Ljava/lang/String;)I || 03a8:readInt(Ljava/lang/String;)I || 03b0:readByte(Ljava/lang/String;)B || 03c4:readLong(Ljava/lang/String;)J || 03cc:readUTF(Ljava/lang/String;)Ljava/lang/String; || 03d4:readShort(Ljava/lang/String;)S || 03dc:readShort(Ljava/lang/String;)S || 03e4:readByte(Ljava/lang/String;)B || 03ec:readInt(Ljava/lang/String;)I || 03f4:readShort(Ljava/lang/String;)S || 03fc:readShort(Ljava/lang/String;)S || 0736:readByte(Ljava/lang/String;)B || 075c:readByte(Ljava/lang/String;)B || 078a:readLong(Ljava/lang/String;)J || 07bc:readUTF(Ljava/lang/String;)Ljava/lang/String; || 07c4:readShort(Ljava/lang/String;)S || 07cc:readShort(Ljava/lang/String;)S || 07d4:readByte(Ljava/lang/String;)B || 07dc:readInt(Ljava/lang/String;)I || 07e4:readShort(Ljava/lang/String;)S || 07ec:readShort(Ljava/lang/String;)S || 08ba:readByte(Ljava/lang/String;)B || 08d6:readByte(Ljava/lang/String;)B || 08f6:readLong(Ljava/lang/String;)J || 091e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0926:readShort(Ljava/lang/String;)S || 092e:readShort(Ljava/lang/String;)S || 0936:readByte(Ljava/lang/String;)B || 093e:readInt(Ljava/lang/String;)I || 0946:readShort(Ljava/lang/String;)S || 094e:readShort(Ljava/lang/String;)S || 0956:readInt(Ljava/lang/String;)I || 0970:readShort(Ljava/lang/String;)S || 0a7e:readBoolean(Ljava/lang/String;)Z || 0a8e:readInt(Ljava/lang/String;)I || 0a9a:readInt(Ljava/lang/String;)I || 0ab2:readInt(Ljava/lang/String;)I,0x1702,0x0702
0x8704,-30972,LscriptPages/game/s;->d0(Ljava/lang/String;)V,0x33a9ec,,0000:readByte(Ljava/lang/String;)B,0x1704 reqSelectAttAim@scriptPages/game/s->o0,0x0704
0x8706,-30970,LscriptPages/game/s;->V(Ljava/lang/String;)V,0x337748,,0008:readByte(Ljava/lang/String;)B,0x1706,0x0706
0x8707,-30969,LscriptPages/game/s;->W(Ljava/lang/String;)V,0x3379fc,,0008:readByte(Ljava/lang/String;)B || 023c:readLong(Ljava/lang/String;)J,0x1707 REQ_FIGHTINFO@scriptPages/game/s->c0,0x0707
0x8800,-30720,LscriptPages/game/w;->g0(Ljava/lang/String;)V,0x34a2d4,,,0x1800,0x0800
0x8802,-30718,LscriptPages/game/w;->X(Ljava/lang/String;)V,0x349778,,0006:readByte(Ljava/lang/String;)B,0x1802,0x0802
0x8804,-30716,LscriptPages/game/w;->Y(Ljava/lang/String;)V,0x3497a0,,0000:readByte(Ljava/lang/String;)B || 0008:readByte(Ljava/lang/String;)B || 008e:readLong(Ljava/lang/String;)J || 00a2:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00ae:readShort(Ljava/lang/String;)S || 00bc:readByte(Ljava/lang/String;)B || 00d0:readByte(Ljava/lang/String;)B || 00e4:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1804,0x0804
0x8806,-30714,LscriptPages/game/w;->V(Ljava/lang/String;)V,0x34968c,,002a:readByte(Ljava/lang/String;)B || 0032:readByte(Ljava/lang/String;)B || 006e:readLong(Ljava/lang/String;)J || 0082:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0096:readByte(Ljava/lang/String;)B,0x1806 reqClanBrotherBattleReportList@scriptPages/game/w->w,0x0806
0x8808,-30712,LscriptPages/game/w;->U(Ljava/lang/String;)V,0x34966c,,,0x1808 di_所有结拜@scriptPages/game/w->y,0x0808
0x880a,-30710,LscriptPages/game/h0;->e0(Ljava/lang/String;)V,0x3b0d38,,0000:readByte(Ljava/lang/String;)B || 0044:readLong(Ljava/lang/String;)J || 0054:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0064:readShort(Ljava/lang/String;)S || 0074:readByte(Ljava/lang/String;)B || 0084:readByte(Ljava/lang/String;)B || 0094:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x180a di_提示删发件箱@scriptPages/game/h0->l,0x080a
0x880d,-30707,LscriptPages/game/w;->h0(Ljava/lang/String;)V,0x34a4ac,,0018:readByte(Ljava/lang/String;)B || 0028:readByte(Ljava/lang/String;)B || 003a:readShort(Ljava/lang/String;)S || 005c:readShort(Ljava/lang/String;)S || 008c:readShort(Ljava/lang/String;)S || 00e2:readBoolean(Ljava/lang/String;)Z || 00ee:readBoolean(Ljava/lang/String;)Z,0x180d,0x080d
0x8900,-30464,LscriptPages/game/f;->P(Ljava/lang/String;)V,0x2a014c,,0012:readLong(Ljava/lang/String;)J || 001e:readByte(Ljava/lang/String;)B || 002a:readByte(Ljava/lang/String;)B || 0036:readByte(Ljava/lang/String;)B || 0042:readByte(Ljava/lang/String;)B || 004e:readBoolean(Ljava/lang/String;)Z || 0066:readLong(Ljava/lang/String;)J || 0072:readInt(Ljava/lang/String;)I || 00ac:readLong(Ljava/lang/String;)J || 00b8:readShort(Ljava/lang/String;)S || 00c4:readByte(Ljava/lang/String;)B || 00ca:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00e2:readLong(Ljava/lang/String;)J || 00ee:readShort(Ljava/lang/String;)S,0x1900 (unnamed)@scriptPages/game/f->O,0x0900
0x8902,-30462,LscriptPages/game/f;->X(Ljava/lang/String;)V,0x2a08f0,,0006:readByte(Ljava/lang/String;)B || 0034:readByte(Ljava/lang/String;)B || 0040:readLong(Ljava/lang/String;)J || 004c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0058:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0064:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1902 (unnamed)@scriptPages/game/f->r,0x0902
0x8904,-30460,LscriptPages/game/f;->T(Ljava/lang/String;)V,0x2a0508,,0006:readInt(Ljava/lang/String;)I || 0040:readLong(Ljava/lang/String;)J || 0050:readByte(Ljava/lang/String;)B || 0060:readUTF(Ljava/lang/String;)Ljava/lang/String; || 006c:readInt(Ljava/lang/String;)I || 009a:readShort(Ljava/lang/String;)S || 00ae:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1904 (unnamed)@scriptPages/game/f->Q,0x0904
0x8906,-30458,LscriptPages/game/f;->S(Ljava/lang/String;)V,0x2a03dc,,0006:readByte(Ljava/lang/String;)B || 002e:readShort(Ljava/lang/String;)S || 0034:readUTF(Ljava/lang/String;)Ljava/lang/String; || 003a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0046:readInt(Ljava/lang/String;)I || 0086:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0096:readShort(Ljava/lang/String;)S || 00a6:readInt(Ljava/lang/String;)I || 00b6:readInt(Ljava/lang/String;)I || 00c6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00d6:readInt(Ljava/lang/String;)I,0x1906 (unnamed)@scriptPages/game/f->R,0x0906
0x8908,-30456,LscriptPages/game/f;->a0(Ljava/lang/String;)V,0x2a1034,,0006:readInt(Ljava/lang/String;)I || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 001c:readLong(Ljava/lang/String;)J || 0028:readShort(Ljava/lang/String;)S,0x1908 reqHurdleSelect@scriptPages/game/f->W,0x0908
0x890a,-30454,LscriptPages/game/f;->Y(Ljava/lang/String;)V,0x2a0b68,,0006:readInt(Ljava/lang/String;)I || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0016:readLong(Ljava/lang/String;)J,0x190a (unnamed)@scriptPages/game/f->b0,0x090a
0x890c,-30452,LscriptPages/game/f;->V(Ljava/lang/String;)V,0x2a06dc,,0006:readInt(Ljava/lang/String;)I || 0012:readInt(Ljava/lang/String;)I || 0058:readInt(Ljava/lang/String;)I || 00c2:readLong(Ljava/lang/String;)J || 00d6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00ea:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00fe:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0112:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0126:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0132:readInt(Ljava/lang/String;)I || 015c:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x190c (unnamed)@scriptPages/game/f->U,0x090c
0x890e,-30450,LscriptPages/game/f;->M(Ljava/lang/String;)V,0x29fcd0,,0000:readInt(Ljava/lang/String;)I || 001a:readInt(Ljava/lang/String;)I || 008c:readLong(Ljava/lang/String;)J || 009c:readShort(Ljava/lang/String;)S || 00ac:readUTF(Ljava/lang/String;)Ljava/lang/String; || 016a:readByte(Ljava/lang/String;)B || 017e:readByte(Ljava/lang/String;)B || 018e:readLong(Ljava/lang/String;)J || 019e:readByte(Ljava/lang/String;)B || 01ae:readLong(Ljava/lang/String;)J,0x190e (unnamed)@scriptPages/game/f->L,0x090e
0x8910,-30448,LscriptPages/game/f;->Z(Ljava/lang/String;)V,0x2a0bd0,,0068:readInt(Ljava/lang/String;)I || 0074:readLong(Ljava/lang/String;)J || 008c:readByte(Ljava/lang/String;)B || 009c:readLong(Ljava/lang/String;)J || 00ca:readShort(Ljava/lang/String;)S || 00de:readShort(Ljava/lang/String;)S || 00ea:readInt(Ljava/lang/String;)I || 0148:readUTF(Ljava/lang/String;)Ljava/lang/String; || 015c:readShort(Ljava/lang/String;)S || 0170:readInt(Ljava/lang/String;)I || 0184:readInt(Ljava/lang/String;)I || 0198:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01ac:readLong(Ljava/lang/String;)J,0x1910,0x0910
0x8912,-30446,LscriptPages/game/f;->J(Ljava/lang/String;)V,0x29fb78,,0006:readInt(Ljava/lang/String;)I || 0012:readLong(Ljava/lang/String;)J || 002a:readByte(Ljava/lang/String;)B || 003a:readLong(Ljava/lang/String;)J || 0060:readLong(Ljava/lang/String;)J || 006c:readLong(Ljava/lang/String;)J || 0078:readInt(Ljava/lang/String;)I || 0084:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0090:readUTF(Ljava/lang/String;)Ljava/lang/String; || 009c:readBoolean(Ljava/lang/String;)Z,0x1912,0x0912
0x8914,-30444,LscriptPages/game/f;->N(Ljava/lang/String;)V,0x29ff8c,,0006:readInt(Ljava/lang/String;)I || 001c:readInt(Ljava/lang/String;)I || 002e:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1914 (unnamed)@scriptPages/game/f->i0,0x0914
0x8916,-30442,LscriptPages/game/h0;->Y(Ljava/lang/String;)V,0x3b040c,,0006:readByte(Ljava/lang/String;)B || 0012:readLong(Ljava/lang/String;)J || 001a:readInt(Ljava/lang/String;)I || 0050:readShort(Ljava/lang/String;)S || 005c:readShort(Ljava/lang/String;)S || 0076:readInt(Ljava/lang/String;)I || 007e:readByte(Ljava/lang/String;)B || 00ca:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1916,0x0916
0x8918,-30440,LscriptPages/game/f;->b(Ljava/lang/String;)V,0x2994f0,,0000:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1918 ReqInDiaNaDrenation@scriptPages/game/f->a,0x0918
0x8920,-30432,LscriptPages/data/g;->y4(Ljava/lang/String;)V,0x28877c,,0000:readInt(Ljava/lang/String;)I || 0006:readInt(Ljava/lang/String;)I || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1920,0x0920
0x8921,-30431,La0/a;->b2(Ljava/lang/String;)V,0xe5d08,,000c:readByte(Ljava/lang/String;)B || 001a:readByte(Ljava/lang/String;)B || 006c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0074:readUTF(Ljava/lang/String;)Ljava/lang/String; || 007c:readInt(Ljava/lang/String;)I || 0084:readUTF(Ljava/lang/String;)Ljava/lang/String; || 008c:readLong(Ljava/lang/String;)J || 0094:readLong(Ljava/lang/String;)J || 009c:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1921 reqShiftServerPreview@scriptPages/gameHD/f->p,0x0921
0x8922,-30430,LscriptPages/data/g;->x4(Ljava/lang/String;)V,0x2885c4,,0018:readInt(Ljava/lang/String;)I || 0020:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0050:readShort(Ljava/lang/String;)S || 006e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 010a:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1922 di_提示请转服资格@scriptPages/data/g->P4,0x0922
0x8923,-30429,La0/a;->Z1(Ljava/lang/String;)V,0xe5b0c,,000c:readInt(Ljava/lang/String;)I || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0032:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0038:readUTF(Ljava/lang/String;)Ljava/lang/String; || 003e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0044:readShort(Ljava/lang/String;)S || 0096:readLong(Ljava/lang/String;)J || 009e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00a6:readShort(Ljava/lang/String;)S || 00ae:readByte(Ljava/lang/String;)B || 00b6:readShort(Ljava/lang/String;)S || 00be:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00c6:readLong(Ljava/lang/String;)J,0x1923 reqShiftServerAbleBatch@a0/a->l1,0x0923
0x8924,-30428,LscriptPages/data/g;->z4(Ljava/lang/String;)V,0x28880c,,0000:readShort(Ljava/lang/String;)S || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1924 reqShiftserverCommit@scriptPages/data/g->P4,0x0924
0x8925,-30427,La0/a;->a2(Ljava/lang/String;)V,0xe5c2c,,000c:readShort(Ljava/lang/String;)S || 0020:readShort(Ljava/lang/String;)S || 0052:readLong(Ljava/lang/String;)J || 005a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0062:readByte(Ljava/lang/String;)B || 006a:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1925 reqShiftServerCommitBatch@a0/a->h2,0x0925
0x8926,-30426,LscriptPages/data/g;->A4(Ljava/lang/String;)V,0x288848,,0018:readByte(Ljava/lang/String;)B || 0020:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0028:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0030:readLong(Ljava/lang/String;)J || 021a:readLong(Ljava/lang/String;)J,0x1926 (unnamed)@scriptPages/data/g->R3,0x0926
0x8928,-30424,LscriptPages/data/g;->j(Ljava/lang/String;)V,0x271c48,,000c:readShort(Ljava/lang/String;)S || 0014:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1928 cancelShiftServer@scriptPages/data/g->i,0x0928
0x8930,-30416,LscriptPages/game/x;->M(Ljava/lang/String;)V,0x355eb0,,0006:readByte(Ljava/lang/String;)B || 0014:readByte(Ljava/lang/String;)B || 006e:readShort(Ljava/lang/String;)S || 007e:readShort(Ljava/lang/String;)S || 008e:readShort(Ljava/lang/String;)S || 009e:readShort(Ljava/lang/String;)S || 00ae:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00be:readBoolean(Ljava/lang/String;)Z || 00d6:readByte(Ljava/lang/String;)B || 0110:readShort(Ljava/lang/String;)S || 0124:readBoolean(Ljava/lang/String;)Z || 0138:readByte(Ljava/lang/String;)B,0x1930 (unnamed)@scriptPages/game/x->C,0x0930
0x8932,-30414,LscriptPages/game/x;->I(Ljava/lang/String;)V,0x355b84,,0006:readByte(Ljava/lang/String;)B || 0012:readShort(Ljava/lang/String;)S || 0030:readInt(Ljava/lang/String;)I || 003c:readByte(Ljava/lang/String;)B || 0048:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0054:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1932 reqFBGroups@scriptPages/game/x->A,0x0932
0x8934,-30412,LscriptPages/game/x;->J(Ljava/lang/String;)V,0x355c90,,0000:readByte(Ljava/lang/String;)B || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1934 di_联网副本加入@scriptPages/game/x->X,0x0934
0x8936,-30410,LscriptPages/game/x;->P(Ljava/lang/String;)V,0x3564ac,,0006:readByte(Ljava/lang/String;)B || 0012:readByte(Ljava/lang/String;)B || 0024:readInt(Ljava/lang/String;)I || 0030:readShort(Ljava/lang/String;)S || 003c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0048:readByte(Ljava/lang/String;)B || 00c4:readLong(Ljava/lang/String;)J || 00d4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00e4:readByte(Ljava/lang/String;)B || 00f0:readByte(Ljava/lang/String;)B || 0192:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01a6:readShort(Ljava/lang/String;)S || 01ba:readShort(Ljava/lang/String;)S || 01ce:readByte(Ljava/lang/String;)B || 01e2:readByte(Ljava/lang/String;)B || 01f6:readInt(Ljava/lang/String;)I || 020a:readInt(Ljava/lang/String;)I || 021e:readByte(Ljava/lang/String;)B || 0236:readInt(Ljava/lang/String;)I || 024e:readInt(Ljava/lang/String;)I,0x1936 reqFBTeamDetail@scriptPages/game/x->F,0x0936
0x8938,-30408,LscriptPages/game/x;->O(Ljava/lang/String;)V,0x3562f4,,0000:readByte(Ljava/lang/String;)B || 00f4:readShort(Ljava/lang/String;)S || 00fc:readInt(Ljava/lang/String;)I || 0172:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x1938 (unnamed)@scriptPages/game/x->E,0x0938
0x893a,-30406,LscriptPages/game/x;->G(Ljava/lang/String;)V,0x355964,,0000:readByte(Ljava/lang/String;)B || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x193a reqFBExitTeam@scriptPages/game/x->V,0x093a
0x893b,-30405,LscriptPages/game/x;->N(Ljava/lang/String;)V,0x3562c0,,0000:readByte(Ljava/lang/String;)B || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x193b reqFBStart@scriptPages/game/x->D,0x093b
0x893c,-30404,LscriptPages/game/x;->K(Ljava/lang/String;)V,0x355cc4,,0000:readShort(Ljava/lang/String;)S || 000e:readByte(Ljava/lang/String;)B || 0046:readLong(Ljava/lang/String;)J || 0056:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0066:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0076:readLong(Ljava/lang/String;)J || 0086:readLong(Ljava/lang/String;)J,0x193c reqFBRecords@scriptPages/game/x->n,0x093c
0x893d,-30403,LscriptPages/game/x;->H(Ljava/lang/String;)V,0x3559a0,,0006:readByte(Ljava/lang/String;)B || 0054:readLong(Ljava/lang/String;)J || 0060:readByte(Ljava/lang/String;)B || 006c:readShort(Ljava/lang/String;)S || 0078:readInt(Ljava/lang/String;)I,0x193d ...@scriptPages/game/x->O; 1@scriptPages/game/x->V,0x093d
0x893e,-30402,LscriptPages/game/x;->L(Ljava/lang/String;)V,0x355d78,,0010:readByte(Ljava/lang/String;)B || 001c:readShort(Ljava/lang/String;)S || 0028:readInt(Ljava/lang/String;)I || 0034:readInt(Ljava/lang/String;)I || 0040:readLong(Ljava/lang/String;)J || 004c:readByte(Ljava/lang/String;)B || 0058:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0064:readBoolean(Ljava/lang/String;)Z || 0074:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0080:readBoolean(Ljava/lang/String;)Z || 008c:readByte(Ljava/lang/String;)B || 00a6:readByte(Ljava/lang/String;)B || 00b8:readByte(Ljava/lang/String;)B || 00d2:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x193e,0x093e
