item_id,name,type_label,package_kind,key_required,guaranteed_reward_text,reward_tokens,resolved_reward_item_refs,probability_categories,probability_text,mall_summary,dynamic_evidence,desc
374,君王献帝,礼包/宝箱/资源包,礼包/箱候选,,君王将——献帝！,君王将——献帝！,,,,,,开启后可获得:君王将——献帝！
375,君王孙权,礼包/宝箱/资源包,礼包/箱候选,,君王将——孙权！,君王将——孙权！,,,,,,开启后可获得:君王将——孙权！
376,君王公孙瓒,礼包/宝箱/资源包,礼包/箱候选,,君王将——公孙瓒！,君王将——公孙瓒！,,,,,,开启后可获得:君王将——公孙瓒！
377,君王孟获,礼包/宝箱/资源包,礼包/箱候选,,君王将——孟获！,君王将——孟获！,,,,,,开启后可获得:君王将——孟获！
378,君王陶谦,礼包/宝箱/资源包,礼包/箱候选,,君王将——陶谦！,君王将——陶谦！,,,,,,开启后可获得:君王将——陶谦！
379,君王公孙度,礼包/宝箱/资源包,礼包/箱候选,,君王将——公孙度！,君王将——公孙度！,,,,,,开启后可获得:君王将——公孙度！
380,将魂礼包,礼包/宝箱/资源包,固定礼包,,"将神魂*10,并随机赠送1个83-89成长的将领",将神魂*10 / 并随机赠送1个83-89成长的将领,将神魂:item_id=286,,,,,"开启后可获得:将神魂*10,并随机赠送1个83-89成长的将领."
388,诸葛果,礼包/宝箱/资源包,礼包/箱候选,,美女名将--诸葛果,美女名将--诸葛果,诸葛果:item_id=388,,,,,开启后可获得：美女名将--诸葛果
390,吕玲绮,礼包/宝箱/资源包,礼包/箱候选,,美女名将--吕玲绮,美女名将--吕玲绮,吕玲绮:item_id=390,,,,,开启后可获得：美女名将--吕玲绮
391,马云禄,礼包/宝箱/资源包,礼包/箱候选,,美女名将--马云禄,美女名将--马云禄,马云禄:item_id=391,,,,,开启后可获得：美女名将--马云禄
392,吴国太,礼包/宝箱/资源包,礼包/箱候选,,美女名将--吴国太,美女名将--吴国太,吴国太:item_id=392,,,,,开启后可获得：美女名将--吴国太
393,花鬘,礼包/宝箱/资源包,礼包/箱候选,,美女名将--花鬘,美女名将--花鬘,花鬘:item_id=393,,,,,开启后可获得：美女名将--花鬘
394,曹婴,礼包/宝箱/资源包,礼包/箱候选,,美女名将--曹婴,美女名将--曹婴,曹婴:item_id=394,,,,,开启后可获得：美女名将--曹婴
395,鲍三娘,礼包/宝箱/资源包,礼包/箱候选,,美女名将--鲍三娘,美女名将--鲍三娘,,,,,,开启后可获得：美女名将--鲍三娘
396,董白,礼包/宝箱/资源包,礼包/箱候选,,美女名将--董白,美女名将--董白,董白:item_id=396,,,,,开启后可获得：美女名将--董白
397,黄舞蝶,礼包/宝箱/资源包,礼包/箱候选,,美女名将--黄舞蝶,美女名将--黄舞蝶,黄舞蝶:item_id=397,,,,,开启后可获得：美女名将--黄舞蝶
398,卞夫人,礼包/宝箱/资源包,礼包/箱候选,,美女名将--卞夫人,美女名将--卞夫人,卞夫人:item_id=398,,,,,开启后可获得：美女名将--卞夫人
401,六六大顺,礼包/宝箱/资源包,礼包/箱候选,,开启后可获得666黄金、666白银,开启后可获得666黄金 / 666白银,,,,,,开启后可获得666黄金、666白银\n
402,红包,礼包/宝箱/资源包,礼包/箱候选,,开启后可获得6黄金、66白银、666666铜钱、666666粮食,开启后可获得6黄金 / 66白银 / 666666铜钱 / 666666粮食,,,,,,开启后可获得6黄金、66白银、666666铜钱、666666粮食
403,南华老仙,礼包/宝箱/资源包,礼包/箱候选,,名将--南华老仙,名将--南华老仙,南华老仙:item_id=403,,,,,开启后可获得：名将--南华老仙
404,邹夫人,礼包/宝箱/资源包,礼包/箱候选,,美女名将--邹夫人,美女名将--邹夫人,邹夫人:item_id=404,,,,,开启后可获得：美女名将--邹夫人
405,步练师,礼包/宝箱/资源包,礼包/箱候选,,美女名将--步练师,美女名将--步练师,步练师:item_id=405,,,,,开启后可获得：美女名将--步练师
406,樊夫人,礼包/宝箱/资源包,礼包/箱候选,,美女名将--樊夫人,美女名将--樊夫人,樊夫人:item_id=406,,,,,开启后可获得：美女名将--樊夫人
407,玉女,礼包/宝箱/资源包,礼包/箱候选,,将领--玉女,将领--玉女,玉女:item_id=407,,,,,开启后可获得：将领--玉女
408,金童,礼包/宝箱/资源包,礼包/箱候选,,将领--金童,将领--金童,金童:item_id=408,,,,,开启后可获得：将领--金童
411,黄金宝藏,礼包/宝箱/资源包,礼包/箱候选,,从宝藏金山银山找到的黄金宝藏，打开后，获得1个黄金,从宝藏金山银山找到的黄金宝藏 / 打开后 / 获得1个黄金,黄金宝藏:item_id=411,,,,,从宝藏金山银山找到的黄金宝藏，打开后，获得1个黄金
412,白银宝藏,礼包/宝箱/资源包,礼包/箱候选,,从宝藏金山银山找到的白银宝藏，打开后，获得1个白银,从宝藏金山银山找到的白银宝藏 / 打开后 / 获得1个白银,白银宝藏:item_id=412,,,,,从宝藏金山银山找到的白银宝藏，打开后，获得1个白银
417,粮食宝藏,礼包/宝箱/资源包,资源包/辎重,,藏于粮仓之中，打开后可获得10000粮食,藏于粮仓之中 / 打开后可获得10000粮食,,,,,,藏于粮仓之中，打开后可获得10000粮食。
418,铜钱宝藏,礼包/宝箱/资源包,礼包/箱候选,,藏于钱庄之中，打开后可以获得10000铜钱,藏于钱庄之中 / 打开后可以获得10000铜钱,,,,,,藏于钱庄之中，打开后可以获得10000铜钱。
419,90级卓越龙胆枪,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件90级的龙胆枪，品质为卓越。
420,85级卓越七星刀,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件85级的七星刀，品质为卓越。
421,80级卓越古锭刀,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件80级的古锭刀，品质为卓越。
422,75级卓越真·霸王枪,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件75级的真·霸王枪，品质为卓越。
423,90级卓越朱雀铠,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件90级的朱雀铠，品质为卓越。
424,85级卓越白虎铠,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件85级的白虎铠，品质为卓越。
425,80级卓越玄武铠,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件80级的玄武铠，品质为卓越。
426,90级卓越朱雀盔,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件90级的朱雀盔，品质为卓越。
427,85级卓越白虎盔,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件85级的白虎盔，品质为卓越。
428,80级卓越玄武盔,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1件80级的玄武盔，品质为卓越。
429,90级卓越的卢,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1匹90级的的卢，品质为卓越。
430,85级卓越绝影,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1匹85级的绝影，品质为卓越。
431,80级卓越爪黄飞电,礼包/宝箱/资源包,礼包/箱候选,,,,,,,,,可得到1匹80级的爪黄飞电，品质为卓越。
433,孙策,礼包/宝箱/资源包,礼包/箱候选,,孙策！,孙策！,孙策:item_id=433,,,,,开启后可获得:孙策！
434,孙坚,礼包/宝箱/资源包,礼包/箱候选,,孙坚！,孙坚！,孙坚:item_id=434,,,,,开启后可获得:孙坚！
435,庞德公,礼包/宝箱/资源包,礼包/箱候选,,庞德公！,庞德公！,庞德公:item_id=435,,,,,开启后可获得:庞德公！
436,伏后,礼包/宝箱/资源包,礼包/箱候选,,伏后！,伏后！,伏后:item_id=436,,,,,开启后可获得:伏后！
437,刘三刀,礼包/宝箱/资源包,礼包/箱候选,,刘三刀！,刘三刀！,,,,,,开启后可获得:刘三刀！
438,曹冲,礼包/宝箱/资源包,礼包/箱候选,,曹冲！,曹冲！,曹冲:item_id=438,,,,,开启后可获得:曹冲！
439,黄承彦,礼包/宝箱/资源包,礼包/箱候选,,黄承彦！,黄承彦！,黄承彦:item_id=439,,,,,开启后可获得:黄承彦！
440,羊祜,礼包/宝箱/资源包,礼包/箱候选,,羊祜！,羊祜！,羊祜:item_id=440,,,,,开启后可获得:羊祜！
442,年货,礼包/宝箱/资源包,礼包/箱候选,,开启后可获得徭役令*6、鲁公手册*6、招募令*6、初级行军符*6、大还丹*6、玉石*6、财神符*6、神农符*6,开启后可获得徭役令*6 / 鲁公手册*6 / 招募令*6 / 初级行军符*6 / 大还丹*6 / 玉石*6 / 财神符*6 / 神农符*6,徭役令:item_id=0 / 鲁公手册:item_id=22 / 招募令:item_id=27 / 初级行军符:item_id=76 / 大还丹:item_id=14 / 玉石:item_id=399 / 财神符:item_id=105 / 神农符:item_id=103,,,,,开启后可获得徭役令*6、鲁公手册*6、招募令*6、初级行军符*6、大还丹*6、玉石*6、财神符*6、神农符*6
443,压岁钱,礼包/宝箱/资源包,礼包/箱候选,,开启可获得8黄金、88白银、888888铜钱、888888粮食,开启可获得8黄金 / 88白银 / 888888铜钱 / 888888粮食,,,,,,开启可获得8黄金、88白银、888888铜钱、888888粮食
444,购物卡,礼包/宝箱/资源包,礼包/箱候选,,开启后可获得888黄金、888白银,开启后可获得888黄金 / 888白银,,,,,,开启后可获得888黄金、888白银
445,礼盒,礼包/宝箱/资源包,礼包/箱候选,,开启可获得冰玉*66、仙芝*66、玄铁*66、玉石*66,开启可获得冰玉*66 / 仙芝*66 / 玄铁*66 / 玉石*66,冰玉:item_id=119 / 仙芝:item_id=123 / 玄铁:item_id=35 / 玉石:item_id=399,,,,,开启可获得冰玉*66、仙芝*66、玄铁*66、玉石*66
446,贺卡,礼包/宝箱/资源包,礼包/箱候选,,开启后可获得8黄金,开启后可获得8黄金,,,,,,开启后可获得8黄金
447,聚宝盆,礼包/宝箱/资源包,礼包/箱候选,,开启后可获得1688黄金、1688白银,开启后可获得1688黄金 / 1688白银,,,,,,开启后可获得1688黄金、1688白银
448,将领宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,"将神魂*10 ,并随机附赠1个80-92成长的将领( 90-99突围),有0.02%几率可获得陶谦、张鲁",将神魂*10 / 并随机附赠1个80-92成长的将领( 90-99突围) / 有0.02%几率可获得陶谦 / 张鲁,将神魂:item_id=286,,,,,"开启获得将神魂*10 ,并随机附赠1个80-92成长的将领( 90-99突围),有0.02%几率可获得陶谦、张鲁."
449,神将宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,将神魂*10，并随机附赠1个92成长的君王将或美女将,将神魂*10 / 并随机附赠1个92成长的君王将或美女将,将神魂:item_id=286,,,,,开启获得将神魂*10，并随机附赠1个92成长的君王将或美女将
450,特级兵武箱,礼包/宝箱/资源包,固定装备/兵书箱,,昆仑玄铁*1，并附赠一把90级以内武器，品质在良好及以上,昆仑玄铁*1 / 一把90级以内武器 / 品质在良好及以上,昆仑玄铁:item_id=413,,,,,开启获得昆仑玄铁*1，并附赠一把90级以内武器，品质在良好及以上
451,特级兵盔箱,礼包/宝箱/资源包,固定装备/兵书箱,,天魂灵石*1，并附赠一把90级以内头盔，品质在良好及以上,天魂灵石*1 / 一把90级以内头盔 / 品质在良好及以上,天魂灵石:item_id=414,,,,,开启获得天魂灵石*1，并附赠一把90级以内头盔，品质在良好及以上
452,特级兵骑箱,礼包/宝箱/资源包,固定装备/兵书箱,,山海精华*1，并附赠一把90级以内坐骑，品质在良好及以上,山海精华*1 / 一把90级以内坐骑 / 品质在良好及以上,山海精华:item_id=416,,,,,开启获得山海精华*1，并附赠一把90级以内坐骑，品质在良好及以上
453,特级兵铠箱,礼包/宝箱/资源包,固定装备/兵书箱,,地魄灵石*1，并附赠一把90级以内铠甲，品质在良好及以上,地魄灵石*1 / 一把90级以内铠甲 / 品质在良好及以上,地魄灵石:item_id=415,,,,,开启获得地魄灵石*1，并附赠一把90级以内铠甲，品质在良好及以上
454,昆仑玄铁材料包,礼包/宝箱/资源包,材料包,,,,,,,cat1/p1/good146/价1=99/价2=0,,"内含99个昆仑玄铁,可用于武器炼魂."
455,地魄灵石材料包,礼包/宝箱/资源包,材料包,,,,,,,cat1/p1/good142/价1=99/价2=0,,"内含99个地魄灵石,可用于铠甲炼魂."
456,天魂灵石材料包,礼包/宝箱/资源包,材料包,,,,,,,cat1/p1/good144/价1=99/价2=0,,"内含99个天魂灵石,可用于头盔炼魂."
457,山海精华材料包,礼包/宝箱/资源包,材料包,,,,,,,cat1/p1/good140/价1=99/价2=0,,"内含99个山海精华,可用于坐骑炼魂."
543,金钻山贼宝箱,礼包/宝箱/资源包,随机概率宝箱,,金钻专供，使用自动消灭山贼功能，有几率获得,金钻专供 / 使用自动消灭山贼功能 / 有几率获得,,功能性道具=29.14% / 加速类道具=41.14% / 增益性道具=18.74% / 资产类道具=8.95% / 材料=1.74% / 任务道具=0.29%,开启的道具概率如下：\n功能性道具 29.14%\n加速类道具 41.14%\n增益性道具 18.74%\n资产类道具 8.95%\n材料 1.74%\n任务道具 0.29%,,,金钻专供，使用自动消灭山贼功能，有几率获得。#probability#开启的道具概率如下：\n功能性道具 29.14%\n加速类道具 41.14%\n增益性道具 18.74%\n资产类道具 8.95%\n材料 1.74%\n任务道具 0.29%
544,滑头称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得滑头称号！,打开可获得滑头称号！,,,,,,打开可获得滑头称号！
545,寨主称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得寨主称号！,打开可获得寨主称号！,,,,,,打开可获得寨主称号！
546,福星称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得福星称号！,打开可获得福星称号！,,,,,,打开可获得福星称号！
547,学士称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得学士称号！,打开可获得学士称号！,,,,,,打开可获得学士称号！
548,先锋称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得先锋称号！,打开可获得先锋称号！,,,,,,打开可获得先锋称号！
549,护军称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得护军称号！,打开可获得护军称号！,,,,,,打开可获得护军称号！
550,破军称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得破军称号！,打开可获得破军称号！,,,,,,打开可获得破军称号！
551,猛将称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得猛将称号！,打开可获得猛将称号！,,,,,,打开可获得猛将称号！
552,贪狼称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得贪狼称号！,打开可获得贪狼称号！,,,,,,打开可获得贪狼称号！
553,财主称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得财主称号！,打开可获得财主称号！,,,,,,打开可获得财主称号！
554,地主称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得地主称号！,打开可获得地主称号！,,,,,,打开可获得地主称号！
555,名士称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得名士称号！,打开可获得名士称号！,,,,,,打开可获得名士称号！
556,劳模称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得劳模称号！,打开可获得劳模称号！,,,,,,打开可获得劳模称号！
557,善人称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得善人称号！,打开可获得善人称号！,,,,,,打开可获得善人称号！
558,明君称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得明君称号！,打开可获得明君称号！,,,,,,打开可获得明君称号！
559,贤君称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得贤君称号！,打开可获得贤君称号！,,,,,,打开可获得贤君称号！
560,达人称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得达人称号！,打开可获得达人称号！,,,,,,打开可获得达人称号！
561,无双称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得无双称号！,打开可获得无双称号！,,,,,,打开可获得无双称号！
562,宗师称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得宗师称号！,打开可获得宗师称号！,,,,,,打开可获得宗师称号！
563,神工称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得神工称号！,打开可获得神工称号！,,,,,,打开可获得神工称号！
564,枭雄称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得枭雄称号！,打开可获得枭雄称号！,,,,,,打开可获得枭雄称号！
565,霸主称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得霸主称号！,打开可获得霸主称号！,,,,,,打开可获得霸主称号！
566,武圣称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得武圣称号！,打开可获得武圣称号！,,,,,,打开可获得武圣称号！
567,飞将称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得飞将称号！,打开可获得飞将称号！,,,,,,打开可获得飞将称号！
568,大神称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得大神称号！,打开可获得大神称号！,,,,,,打开可获得大神称号！
569,天子称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得天子称号！,打开可获得天子称号！,,,,,,打开可获得天子称号！
570,军师称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得军师称号！,打开可获得军师称号！,,,,,,打开可获得军师称号！
571,暴君称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得暴君称号！,打开可获得暴君称号！,,,,,,打开可获得暴君称号！
572,卧龙称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得卧龙称号！,打开可获得卧龙称号！,,,,,,打开可获得卧龙称号！
573,凤雏称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得凤雏称号！,打开可获得凤雏称号！,,,,,,打开可获得凤雏称号！
574,冢虎称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得冢虎称号！,打开可获得冢虎称号！,,,,,,打开可获得冢虎称号！
578,帝王称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得帝王称号！,打开可获得帝王称号！,,,,,,打开可获得帝王称号！
579,神捕称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得神捕称号！,打开可获得神捕称号！,,,,,,打开可获得神捕称号！
582,少·献帝,礼包/宝箱/资源包,礼包/箱候选,,名将--少·献帝,名将--少·献帝,少·献帝:item_id=582,,,,,开启后可获得：名将--少·献帝
583,少·孙权,礼包/宝箱/资源包,礼包/箱候选,,名将--少·孙权,名将--少·孙权,少·孙权:item_id=583,,,,,开启后可获得：名将--少·孙权
584,少·刘备,礼包/宝箱/资源包,礼包/箱候选,,名将--少·刘备,名将--少·刘备,少·刘备:item_id=584,,,,,开启后可获得：名将--少·刘备
585,少·曹操,礼包/宝箱/资源包,礼包/箱候选,,名将--少·曹操,名将--少·曹操,少·曹操:item_id=585,,,,,开启后可获得：名将--少·曹操
586,少·关羽,礼包/宝箱/资源包,礼包/箱候选,,名将--少·关羽,名将--少·关羽,少·关羽:item_id=586,,,,,开启后可获得：名将--少·关羽
597,一箱银币,普通/功能道具,礼包/箱候选,,,,,,,,,"满满一箱银币,赏赐属下加8忠诚,赠送敌方降4忠诚"
632,少·赵云,礼包/宝箱/资源包,礼包/箱候选,,名将--少·赵云,名将--少·赵云,少·赵云:item_id=632,,,,,开启后可获得：名将--少·赵云
633,少·吕布,礼包/宝箱/资源包,礼包/箱候选,,名将--少·吕布,名将--少·吕布,少·吕布:item_id=633,,,,,开启后可获得：名将--少·吕布
634,少·张飞,礼包/宝箱/资源包,礼包/箱候选,,名将--少·张飞,名将--少·张飞,少·张飞:item_id=634,,,,,开启后可获得：名将--少·张飞
635,少·马超,礼包/宝箱/资源包,礼包/箱候选,,名将--少·马超,名将--少·马超,少·马超:item_id=635,,,,,开启后可获得：名将--少·马超
647,少·黄忠,礼包/宝箱/资源包,礼包/箱候选,,名将--少·黄忠,名将--少·黄忠,少·黄忠:item_id=647,,,,,开启后可获得：名将--少·黄忠
648,少·徐庶,礼包/宝箱/资源包,礼包/箱候选,,名将--少·徐庶,名将--少·徐庶,少·徐庶:item_id=648,,,,,开启后可获得：名将--少·徐庶
649,少·诸葛,礼包/宝箱/资源包,礼包/箱候选,,名将--少·诸葛,名将--少·诸葛,少·诸葛:item_id=649,,,,,开启后可获得：名将--少·诸葛
650,少·陆逊,礼包/宝箱/资源包,礼包/箱候选,,名将--少·陆逊,名将--少·陆逊,少·陆逊:item_id=650,,,,,开启后可获得：名将--少·陆逊
651,少·庞统,礼包/宝箱/资源包,礼包/箱候选,,名将--少·庞统,名将--少·庞统,少·庞统:item_id=651,,,,,开启后可获得：名将--少·庞统
652,少·荀彧,礼包/宝箱/资源包,礼包/箱候选,,名将--少·荀彧,名将--少·荀彧,少·荀彧:item_id=652,,,,,开启后可获得：名将--少·荀彧
653,少·董卓,礼包/宝箱/资源包,礼包/箱候选,,名将--少·董卓,名将--少·董卓,少·董卓:item_id=653,,,,,开启后可获得：名将--少·董卓
654,少·周瑜,礼包/宝箱/资源包,礼包/箱候选,,名将--少·周瑜,名将--少·周瑜,少·周瑜:item_id=654,,,,,开启后可获得：名将--少·周瑜
655,少·貂蝉,礼包/宝箱/资源包,礼包/箱候选,,名将--少·貂蝉,名将--少·貂蝉,少·貂蝉:item_id=655,,,,,开启后可获得：名将--少·貂蝉
656,少·大乔,礼包/宝箱/资源包,礼包/箱候选,,名将--少·大乔,名将--少·大乔,少·大乔:item_id=656,,,,,开启后可获得：名将--少·大乔
657,少·小乔,礼包/宝箱/资源包,礼包/箱候选,,名将--少·小乔,名将--少·小乔,少·小乔:item_id=657,,,,,开启后可获得：名将--少·小乔
661,尊·曹操,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·曹操,名将--尊·曹操,尊·曹操:item_id=661,,,,,开启后可获得：名将--尊·曹操
662,尊·大乔,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·大乔,名将--尊·大乔,尊·大乔:item_id=662,,,,,开启后可获得：名将--尊·大乔
663,尊·貂蝉,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·貂蝉,名将--尊·貂蝉,尊·貂蝉:item_id=663,,,,,开启后可获得：名将--尊·貂蝉
664,尊·董卓,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·董卓,名将--尊·董卓,尊·董卓:item_id=664,,,,,开启后可获得：名将--尊·董卓
665,尊·关羽,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·关羽,名将--尊·关羽,尊·关羽:item_id=665,,,,,开启后可获得：名将--尊·关羽
666,尊·黄忠,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·黄忠,名将--尊·黄忠,尊·黄忠:item_id=666,,,,,开启后可获得：名将--尊·黄忠
667,尊·刘备,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·刘备,名将--尊·刘备,尊·刘备:item_id=667,,,,,开启后可获得：名将--尊·刘备
668,尊·陆逊,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·陆逊,名将--尊·陆逊,尊·陆逊:item_id=668,,,,,开启后可获得：名将--尊·陆逊
669,尊·吕布,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·吕布,名将--尊·吕布,尊·吕布:item_id=669,,,,,开启后可获得：名将--尊·吕布
670,尊·马超,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·马超,名将--尊·马超,尊·马超:item_id=670,,,,,开启后可获得：名将--尊·马超
671,尊·庞统,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·庞统,名将--尊·庞统,尊·庞统:item_id=671,,,,,开启后可获得：名将--尊·庞统
672,尊·司马懿,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·司马懿,名将--尊·司马懿,尊·司马懿:item_id=672,,,,,开启后可获得：名将--尊·司马懿
673,尊·孙权,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·孙权,名将--尊·孙权,尊·孙权:item_id=673,,,,,开启后可获得：名将--尊·孙权
674,尊·献帝,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·献帝,名将--尊·献帝,尊·献帝:item_id=674,,,,,开启后可获得：名将--尊·献帝
675,尊·小乔,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·小乔,名将--尊·小乔,尊·小乔:item_id=675,,,,,开启后可获得：名将--尊·小乔
676,尊·徐庶,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·徐庶,名将--尊·徐庶,尊·徐庶:item_id=676,,,,,开启后可获得：名将--尊·徐庶
677,尊·荀彧,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·荀彧,名将--尊·荀彧,尊·荀彧:item_id=677,,,,,开启后可获得：名将--尊·荀彧
678,尊·袁绍,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·袁绍,名将--尊·袁绍,尊·袁绍:item_id=678,,,,,开启后可获得：名将--尊·袁绍
679,尊·张飞,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·张飞,名将--尊·张飞,尊·张飞:item_id=679,,,,,开启后可获得：名将--尊·张飞
680,尊·赵云,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·赵云,名将--尊·赵云,尊·赵云:item_id=680,,,,,开启后可获得：名将--尊·赵云
681,尊·周瑜,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·周瑜,名将--尊·周瑜,尊·周瑜:item_id=681,,,,,开启后可获得：名将--尊·周瑜
682,尊·诸葛亮,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·诸葛亮,名将--尊·诸葛亮,尊·诸葛亮:item_id=682,,,,,开启后可获得：名将--尊·诸葛亮
689,张既,礼包/宝箱/资源包,礼包/箱候选,,将领--张既,将领--张既,张既:item_id=689,,,,,开启后可获得：将领--张既
690,陈到,礼包/宝箱/资源包,礼包/箱候选,,将领--陈到,将领--陈到,陈到:item_id=690,,,,,开启后可获得：将领--陈到
691,卫臻,礼包/宝箱/资源包,礼包/箱候选,,将领--卫臻,将领--卫臻,卫臻:item_id=691,,,,,开启后可获得：将领--卫臻
692,王昶,礼包/宝箱/资源包,礼包/箱候选,,将领--王昶,将领--王昶,王昶:item_id=692,,,,,开启后可获得：将领--王昶
693,刘勋,礼包/宝箱/资源包,礼包/箱候选,,将领--刘勋,将领--刘勋,刘勋:item_id=693,,,,,开启后可获得：将领--刘勋
694,何苗,礼包/宝箱/资源包,礼包/箱候选,,将领--何苗,将领--何苗,何苗:item_id=694,,,,,开启后可获得：将领--何苗
695,罗宪,礼包/宝箱/资源包,礼包/箱候选,,将领--罗宪,将领--罗宪,罗宪:item_id=695,,,,,开启后可获得：将领--罗宪
696,田豫,礼包/宝箱/资源包,礼包/箱候选,,将领--田豫,将领--田豫,田豫:item_id=696,,,,,开启后可获得：将领--田豫
697,禧·鲍三娘,礼包/宝箱/资源包,礼包/箱候选,,名将--禧·鲍三娘,名将--禧·鲍三娘,,,,,,开启后可获得：名将--禧·鲍三娘
698,禧·黄舞蝶,礼包/宝箱/资源包,礼包/箱候选,,名将--禧·黄舞蝶,名将--禧·黄舞蝶,禧·黄舞蝶:item_id=698,,,,,开启后可获得：名将--禧·黄舞蝶
699,禧·步练师,礼包/宝箱/资源包,礼包/箱候选,,名将--禧·步练师,名将--禧·步练师,禧·步练师:item_id=699,,,,,开启后可获得：名将--禧·步练师
700,禧·花鬘,礼包/宝箱/资源包,礼包/箱候选,,名将--禧·花鬘,名将--禧·花鬘,禧·花鬘:item_id=700,,,,,开启后可获得：名将--禧·花鬘
701,30两银票,礼包/宝箱/资源包,礼包/箱候选,,30两白银,30两白银,,,,,,开启后可获取30两白银.
702,40两银票,礼包/宝箱/资源包,礼包/箱候选,,40两白银,40两白银,,,,,,开启后可获取40两白银
703,60两银票,礼包/宝箱/资源包,礼包/箱候选,,60两白银,60两白银,,,,,,开启后可获取60两白银
704,70两银票,礼包/宝箱/资源包,礼包/箱候选,,70两白银,70两白银,,,,,,开启后可获取70两白银
